category,page,name,price,normal_price
Fruits,1,Blueberries 250g,47.90,47.90
Fruits,1,"Apples SIMERENCO, kg",9.90,9.90
Fruits,1,ANITA FRUIT Curmale mazafati 550g,52.90,52.90
Fruits,1,Physalis  buc.,49.90,49.90
Fruits,1,Gutui 1kg,14.95,20.40
Fruits,1,Struguri negri 1kg,19.50,19.50
Fruits,1,Pere Conference,18.95,18.95
Fruits,1,Mere red chief  1kg,13.90,13.90
Fruits,1,Mere golden 1kg,8.95,11.50
Fruits,1,Mere roșii 1kg,10.50,10.50
Fruits,1,Cocos 1kg,29.95,33.90
Fruits,1,Ananas 1kg,34.90,34.90
Fruits,1,Avocado 1kg,89.90,99.90
Fruits,1,Mango 1kg,79.90,79.90
Fruits,1,Mandarine 1kg,52.90,52.90
Fruits,1,Lamaie 1kg,24.90,26.90
Fruits,1,Kiwi 1kg,53.90,53.90
Fruits,1,Grapefruit 1kg,34.90,34.90
Fruits,1,Rodii 1kg,39.90,39.90
Fruits,1,Banane 1kg,20.50,20.50
Fruits,1,Portocale  1kg,35.90,35.90
Vegetables,1,Mură'n Gură Morcovi fierți la aburi curățat în vid 300g,10.90,10.90
Vegetables,1,Ridiche roșie 500g,18.90,18.90
Vegetables,1,BOMAZA Porumb Dulce Fiert 2 buc.,34.90,34.90
Vegetables,1,Cartofi dulci 1kg,48.90,48.90
Vegetables,1,Dovlecei Zucchini 1kg,22.90,22.90
Vegetables,1,Morcov spălat ambalat PREMIUM 1kg,10.90,10.90
Vegetables,1,Varză 1kg,6.50,6.50
Vegetables,1,Roșii roz 1kg,29.90,29.90
Vegetables,1,Ceapă albă 1kg,18.90,18.90
Vegetables,1,Ciuperci Champignon Moldova 400g,21.50,21.50
Vegetables,1,Castraveți,26.90,26.90
Vegetables,1,Avocado 500g,52.90,52.90
Vegetables,1,Praz  500g,21.50,21.50
Vegetables,1,Ardei iute 100g,5.90,5.90
Vegetables,1,Ceapă 1.5kg,11.90,11.90
Vegetables,1,Ciuperci Champignon Feliate  400g,23.90,23.90
Vegetables,1,Cartofi roz 1kg,5.90,5.90
Vegetables,1,Ardei California Galben,49.90,49.90
Vegetables,1,Cartofi albi 1kg,4.25,4.90
Vegetables,1,Ardei Capia 1kg,29.90,29.90
Vegetables,1,Vinete 1kg,7.50,7.50
Vegetables,1,Ghimbir 1kg,69.90,69.90
Vegetables,1,Ciuperci Champignon brun ambalate 250g,17.50,17.50
Vegetables,1,Roșii 1kg,27.90,27.90
Vegetables,2,Roșii cu crenguță 1kg,46.90,46.90
Vegetables,2,Sfeclă 1kg,4.95,6.20
Vegetables,2,Usturoi 1kg,48.90,48.90
Vegetables,2,Tulpină de țelină 1kg,36.90,36.90
Vegetables,2,Brocoli 1kg,52.90,52.90
Vegetables,2,Varză roșie 1kg,17.90,17.90
Vegetables,2,Ceapa rosie 1kg,10.30,10.30
Vegetables,2,Ardei California roșu 1kg,44.90,44.90
Vegetables,2,Ardei dulce 1kg,6.60,6.60
Vegetables,2,Morcov  1kg,6.90,6.90
Vegetables,2,Ceapa 1kg,5.30,5.30
Vegetables,2,Rădăcină de țelină 1kg,21.90,21.90
Vegetables,2,Conopidă 1kg,24.90,24.90
Vegetables,2,Varză chinezească 1kg,11.90,11.90
Vegetables,2,Dovlecei 1kg,16.50,16.50
Salads & Greens,1,Frunze de salată 200g,14.90,14.90
Salads & Greens,1,Rosemary 30g,10.90,10.90
Salads & Greens,1,Mint 50g,10.90,10.90
Salads & Greens,1,Rădăcină de pătrunjel 200g,17.90,17.90
Salads & Greens,1,Local Garden Salată Mix 5 plante 100g,17.90,17.90
Salads & Greens,1,Salată verde 100g,8.90,8.90
Salads & Greens,1,Arugula 100g,21.90,21.90
Salads & Greens,1,Salată Misticanza 100g,24.90,24.90
Salads & Greens,1,Ceapă verde 100g,10.90,10.90
Salads & Greens,1,Verdeață assorti 100g,9.50,9.50
Salads & Greens,1,Mărar 100g,9.90,9.90
Salads & Greens,1,Pătrunjel 100g,8.90,8.90
Salads & Greens,1,Salata Iceberg 1kg,49.90,59.90
Milk,1,ALPRO Băutură vegetală din migdale Original  1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din soia cu aromă de ciocolată  1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din orez Dolce 1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din soia neindulcită 1L,58.45,58.45
Milk,1,LATTESE Lapte de vaci integral b/st 790 g,25.30,25.30
Milk,1,"SANA Pasteurized milk 2.5%, 930 ml",16.25,16.25
Milk,1,"SANA Pasteurized Cow Milk 3.2%, 0.5L",7.30,7.30
Milk,1,JLC Ryazhenka 4P0ml,8.40,8.40
Milk,1,ANGROMIX-77 Soy milk 1l,21.95,21.95
Milk,1,MULLER UHT milk from the Alps 3.5% 1L,30.00,30.00
Milk,1,ALPRO Băutură vegetală din migdale Original  1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din soia cu aromă de ciocolată  1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din orez Dolce 1L,66.55,66.55
Milk,1,ALPRO Băutură vegetală din soia neindulcită 1L,58.45,58.45
Milk,1,МОЛОЧНЫЙ МИР Lapte UHT 3.2% tetrapack 1l,18.50,18.50
Milk,1,LATTESE Lapte de vaci integral b/st 790 g,25.30,25.30
Milk,1,"MLEKOVITA Lapte UHT 3.2%, t/p 1l",21.00,21.00
Milk,1,MLEKOVITA Lapte UHT cu ciocolata 200ml,9.95,9.95
Milk,1,MLEKOVITA Lapte UHT cu capsuni 200ml,9.95,9.95
Milk,1,"СЕЛЯНСЬКЕ Lapte UHT 3.2%, t/p 950ml",26.95,26.95
Milk,1,"СЕЛЯНСЬКЕ Lapte UHT 2.5%, t/p 950ml",25.25,25.25
Milk,1,"O! PRET MIC Lapte Pasteurizat 2.5%, PE 1L",10.35,10.35
Milk,1,"ZUZU Lapte Integral  pasteurizat 3.5%, t/p 1L",26.25,26.25
Milk,1,"POIANA FLORILOR Lapte UHT 3.5%, t/p 1l",22.50,22.50
Milk,1,"POIANA FLORILOR Lapte UHT 1.5%, t/p 1l",19.50,19.50
Milk,1,"FULGA Lapte Cu gust de vanilie 1.5%, UHT  t/p 200ml",9.95,9.95
Milk,1,"FULGA Lapte Cu cacao si gust de ciocolata 1.5%, UHT t/p 200ml",8.50,8.50
Milk,1,"ALBA Lapte pasteurizat 2.5%, p/p 900ml",15.00,15.00
Milk,1,"ALBA Lapte Pasteurizat 2.5%, PE 900ml",11.85,11.85
Milk,2,ALPRO Băutură vegetală din migdale Original  1L,66.55,66.55
Milk,2,ALPRO Băutură vegetală din soia cu aromă de ciocolată  1L,66.55,66.55
Milk,2,ALPRO Băutură vegetală din orez Dolce 1L,66.55,66.55
Milk,2,ALPRO Băutură vegetală din soia neindulcită 1L,58.45,58.45
Milk,2,LATTESE Lapte de vaci integral b/st 790 g,25.30,25.30
Milk,2,"MILKMARK Lapte Pasteurizat 2.5%, PET 930ml",13.40,13.40
Milk,2,"CĂSUȚA MEA Lapte Pasteurizat 1.5%, PET 930ml",14.20,14.20
Milk,2,"CASUTA MEA Lapte Pasteurizat 2.5%, PET 930ml",15.45,15.45
Milk,2,CASUTA MEA Lapte Integral selectat pasteurizat PET 930ml,16.90,16.90
Milk,2,"CASUTA MEA Lapte Pasteurizat 3.5%, PE 1L",14.40,14.40
Milk,2,"Căsuța Mea 2.5%, 1l",12.30,12.30
Milk,2,"Căsuța Mea 1.5%, 1l",10.75,10.75
Milk,2,"JLC Lapte De la Fermă 3.5%, 0.930l",14.35,14.35
Milk,2,"Prodlacta Șapte Munți 3.5%, 1l",19.65,19.65
Milk,2,"PRODLACTA Lapte UHT De la Munte 3.5%, 1l",21.95,21.95
Milk,2,"PRODLACTA Lapte UHT De la Munte 1.5%,  1l",19.90,19.90
Milk,2,"PRODLACTA Lapte UHT Sapte Munti 1.5%, 1l",17.45,17.45
Milk,2,"JLC Lapte Pasteurizat 2.5%,  1L",10.40,10.40
Milk,2,"JLC Lapte Pasteurizat triunghi 2.5%,  500ml",7.20,7.20
Kefir,1,CASUTA MEA Chefir cu bifidobacterii 2.5% piersici PET 400g,8.10,8.10
Kefir,1,MULLER Chefir 1.5% PET  500g,19.25,19.25
Kefir,1,LATTESE Chefir 2.5% b/st 790 gr,22.55,22.55
Kefir,1,LATTESE Chefir fermentat 790g,22.00,22.00
Kefir,1,"SANA Lapte covăsit 2.5%, 420 ml",10.85,10.85
Kefir,1,"PRODLACTA Chefir 3.3%, 900 g",18.15,18.15
Kefir,1,"CĂSUȚA MEA Chefir cu bifidobacterii, căpșuni, 2.5% , 400 g",8.10,8.10
Kefir,1,"CĂSUȚA MEA Chefir cu bifidobacterii 2.5%, 400 g",7.60,7.60
Kefir,1,"CĂSUȚA MEA Chefir 2.5%, 400g",7.15,7.15
Kefir,1,"CĂSUȚA MEA Chefir 1%, 400 g",6.75,6.75
Kefir,1,"CĂSUȚA MEA Chefir 2.5%, 500 ml",8.65,8.65
Kefir,1,"LACTA TON Chefir 3.2%, 290 g",20.30,20.30
Kefir,1,LATTI Cow Milk Kefir 2.5% PET 870g,20.10,20.10
Kefir,1,CASUTA MEA Chefir cu bifidobacterii 2.5% piersici PET 400g,8.10,8.10
Kefir,1,MULLER Chefir 1.5% PET  500g,19.25,19.25
Kefir,1,LATTESE Chefir 2.5% b/st 790 gr,22.55,22.55
Kefir,1,LATTESE Chefir fermentat 790g,22.00,22.00
Kefir,1,"O! PRET MIC Chefir 2.5%, PE 500g",7.25,7.25
Kefir,1,"LACTIS Chefir 2.5%, PE 500ml",8.55,8.55
Kefir,1,"ALBA Chefir 0%, t/p 1L",15.65,15.65
Kefir,1,"ALBA Chefir 2.5%, t/p 1L",17.85,17.85
Kefir,1,"ALBA Chefir 2.5%, t/p 500ml",10.85,10.85
Kefir,1,"ALBA Chefir 2.5%, PE 500ml",9.25,9.25
Kefir,2,CASUTA MEA Chefir cu bifidobacterii 2.5% piersici PET 400g,8.10,8.10
Kefir,2,MULLER Chefir 1.5% PET  500g,19.25,19.25
Kefir,2,LATTESE Chefir 2.5% b/st 790 gr,22.55,22.55
Kefir,2,LATTESE Chefir fermentat 790g,22.00,22.00
Kefir,2,"MILKMARK Chefir Degresat 0%, PET 930ml",12.80,12.80
Kefir,2,"MILKMARK Chefir 2.5%, PET 930ml",13.40,13.40
Kefir,2,"MILKMARK Lapte acru 4%, PET 400ml",8.30,8.30
Kefir,2,"MILKMARK Lapte covasit 4%, PET 500ml",9.50,9.50
Kefir,2,"MILKMARK Chefir Cu bifidobacterii 2.5%, PET 500ml",8.30,8.30
Kefir,2,"MILKMARK Chefir 1%, PET 500ml",7.55,7.55
Kefir,2,"MILKMARK Chefir 2.5%, PET 500ml",8.30,8.30
Kefir,2,"MILKMARK Chefir 2.5%, PE 500ml",7.45,7.45
Kefir,2,"MILKMARK Chefir 1%, PE 500ml",6.70,6.70
Kefir,2,"CASUTA MEA Chefir Cu bifidobacterii si piersici 2.5%, PET 930ml",18.00,18.00
Kefir,2,"CASUTA MEA Chefir Cu bifidobacterii si capsuni 2.5%, PET 930ml",18.00,18.00
Kefir,2,"CASUTA MEA Chefir 1%, PET 930ml",15.75,15.75
Kefir,2,"CASUTA MEA Chefir 2.5%, PET 930ml",16.75,16.75
Kefir,2,"CASUTA MEA Chefir Cu bifidobacterii  2.5%, PET 930ml",13.75,16.20
Kefir,2,"Căsuța Mea 1%, 0.5l",7.55,7.55
Kefir,2,"JLC Airan 1.0%, 415g",6.70,6.70
Kefir,2,"JLC Bifidoc Cu piersici 2.5%, PET 415ml",8.35,8.35
Kefir,2,"JLC Bifidoc Cu capsuni 2.5%, PET 415ml",8.35,8.35
Kefir,2,"JLC Chefir 2.5%, PET 415ml",8.05,8.05
Kefir,2,"JLC Chefir 1%, PET 415ml",7.20,7.20
Kefir,2,"JLC Lapte acru 2.5%, PET 400ml",8.05,8.05
Kefir,2,"JLC Chefir 2.5%, PE 500ml",7.35,7.35
Yoghurt,1,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,1,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,1,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,1,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,1,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,1,"OLYMPUS Creamy yogurt 5%, 125g",7.00,7.00
Yoghurt,1,DANONE DISNEY FROZEN Drinking yogurt with strawberries 190g,12.85,12.85
Yoghurt,1,DANONE DISNEY MICKEY Drinking yogurt with strawberries 190g,12.85,12.85
Yoghurt,1,"НЕЖНЫЙ Iaurt cu caise și mango, 1.2%, 320 g",16.75,16.75
Yoghurt,1,"YOLI Iaurt de băut cu căpșună, 2.5%, 400 g",10.80,10.80
Yoghurt,1,"YOLI Iaurt de băut cu piersici, 2.5%, 400 g",10.80,10.80
Yoghurt,1,"DANONE ACTIVIA Iaurt cu cereale integrale și fructe de pădure, 320 g",14.95,18.40
Yoghurt,1,"JLC Iaurt de băut DELICATO cu cereale, 1.5%, 280 g",9.25,9.25
Yoghurt,1,"JLC Iaurt de băut DELICATO cu căpșuni 1.5%, 280 g",9.25,9.25
Yoghurt,1,ACTIMEL Iaurt de băut multifruct 4*100 g,33.70,33.70
Yoghurt,1,"DANETTE Cremă de vanilie, 125 g",13.40,13.40
Yoghurt,1,"DANETTE Cremă de ciocolată, 125 g",13.40,13.40
Yoghurt,1,"DANONE ACTIVIA Iaurt cu nuci și ovăz, 125 g",9.10,9.10
Yoghurt,1,"DOLCE Iaurt Kiwi 3.2%, 115 g",9.85,9.85
Yoghurt,1,"Lacta VOINICEL Iaurt 3.2%, 200 g",13.60,13.60
Yoghurt,1,Lacta Iaurt Micuțul-Bio pentru alimentația copiilor 200g,13.60,13.60
Yoghurt,1,LACTALUX Iaurt 200 g,13.60,13.60
Yoghurt,1,"YOLI Iaurt cu căpșună 1.5%, 280g",13.50,13.50
Yoghurt,1,"YOLI Iaurt cu fructe de pădure 1.5%, 280g",13.50,13.50
Yoghurt,1,"LOKO MOKO Iaurt banană 1.5%, 115g",9.00,9.00
Yoghurt,1,"YOLI Iaurt vișină 1.5%, 115g",7.15,7.15
Yoghurt,1,"YOLI Iaurt piersici 1.5%, 115g",7.15,7.15
Yoghurt,1,"YOLI Iaurt căpșună 1.5%, 115g",7.15,7.15
Yoghurt,1,"LOKO-MOKO Iaurt căpșună 1.5%, 115g",9.00,9.00
Yoghurt,2,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,2,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,2,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,2,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,2,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,2,"CREMOSSO Iaurt căpșuni 3.6%, 125g",8.50,8.50
Yoghurt,2,MILKMARK Classic Yogurt 1.5P0g,9.50,9.50
Yoghurt,2,"DOLCE Iaurt de băut cu afine 2.5%, 290g",17.95,17.95
Yoghurt,2,"НЕЖНЫЙ Iaurt piersici 1.2%,320g",16.75,16.75
Yoghurt,2,"DOLCE Iaurt de băut cu piersici 2.5%, 290g",17.95,17.95
Yoghurt,2,"DOLCE Iaurt de baut cu сăpșuni 2.5%, 290g",17.95,17.95
Yoghurt,2,DANONE Greek style yogurt 130 g,8.30,8.30
Yoghurt,2,YOLI Iaurt piersici  500g,16.65,16.65
Yoghurt,2,YOLI Iaurt de băut cu piersici 290g,11.95,11.95
Yoghurt,2,YOLI Iaurt de băut capșună-banană 290g,11.95,11.95
Yoghurt,2,ZUZU DOLCE Budincă vanilie/frișcă 170g,9.60,9.60
Yoghurt,2,ZUZU DOLCE Budincă ciocolată/ frișcă 170g,9.60,9.60
Yoghurt,2,MULLER Müllermilch Iaurt de băut cu banane 400g,25.60,25.60
Yoghurt,2,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,2,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,2,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,2,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,2,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,2,LATTESE Iaurt cu capsuni 290 g,22.70,22.70
Yoghurt,2,LATTESE Iaurt cu coacaza 290g,22.70,22.70
Yoghurt,2,OLYMPUS Iaurt Natur 25g,6.00,6.00
Yoghurt,2,OLYMPUS Iaurt Bifidus 25g,6.00,6.00
Yoghurt,2,OLYMPUS Iaurt specific grecesc cu biscuiti din cereale 125g,10.70,10.70
Yoghurt,3,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,3,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,3,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,3,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,3,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,3,OLYMPUS Iaurt specific grecesc cu visine 125g,10.70,10.70
Yoghurt,3,OLYMPUS Iaurt specific grecesc cu coacaze 125g,10.70,10.70
Yoghurt,3,OLYMPUS Iaurt specific grecesc cu rodie/zmeura 125g,10.70,10.70
Yoghurt,3,OLYMPUS Iaurt specific grecesc 400g,23.70,23.70
Yoghurt,3,"OLYMPUS Iaurt specific grecesc 0%, 150g",8.45,9.75
Yoghurt,3,MLEKOVITA Iaurt specific grecesc light 200g,11.00,11.00
Yoghurt,3,"MLEKOVITA Iaurt specific grecesc 10%, 400g",15.00,15.00
Yoghurt,3,INLAC Iaurt de baut Cu capsuni PE 500g,10.15,10.15
Yoghurt,3,"НЕЖНЫЙ Iaurt Cu capsuni 1.2%, 320g",16.75,16.75
Yoghurt,3,"НЕЖНЫЙ Iaurt Cu zmeura si fragi 5%, 100g",3.95,5.50
Yoghurt,3,"НЕЖНЫЙ Iaurt Cu capsuni 5%, 100g",3.95,5.50
Yoghurt,3,"FRUTTIS Iaurt Cu banane/mango/pepene galben 5%, 115g",7.85,7.85
Yoghurt,3,НЕЖНЫЙ Iaurt Cu banane si capsuni 100g,5.00,5.00
Yoghurt,3,"FRUTTIS Iaurt cu piersici si capsuni 5%, 115g",7.85,7.85
Yoghurt,3,"FRUTTIS Iaurt Cu piersici/fr.pasiunii si ananas/zmeura 5%, 115g",7.85,7.85
Yoghurt,3,"НЕЖНЫЙ Iaurt Cu caise si mango 1.2%, 100g",5.00,5.00
Yoghurt,3,"НЕЖНЫЙ Iaurt Cu piersici 1.2%, 100g",5.00,5.00
Yoghurt,3,MULLER Iaurt Crema cu piure de afine 125g,6.95,6.95
Yoghurt,3,MULLER Iaurt specific grecesc cu fructe de padure 140g,13.70,13.70
Yoghurt,3,MULLER Iaurt specific grecesc cu ananas 140g,13.70,13.70
Yoghurt,3,MULLER Iaurt specific grecesc cu afine 140g,13.70,13.70
Yoghurt,3,MULLER Iaurt specific grecesc cu zmeura 140g,13.70,13.70
Yoghurt,3,"MULLER Iaurt specific grecesc 10%, 140g",11.30,11.30
Yoghurt,3,MULLER Iaurt Pezzi cu bucati de afine 2*125g,19.75,19.75
Yoghurt,4,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,4,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,4,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,4,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,4,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,4,MULLER Iaurt Pezzi cu bucati de mure si zmeura 2*125g,19.75,19.75
Yoghurt,4,MULLER Iaurt Pezzi cu bucati de capsuni 2*125g,19.75,19.75
Yoghurt,4,MULLER Iaurt Pezzi cu bucati de cirese 2*125g,19.75,19.75
Yoghurt,4,MULLER Iaurt Crema cu biscuiti 125g,6.95,6.95
Yoghurt,4,MULLER Iaurt Stracciatella 500g,35.85,35.85
Yoghurt,4,MULLER Iaurt Cu mure si zmeura 500g,35.85,35.85
Yoghurt,4,MULLER Iaurt Cu cirese 500g,35.85,35.85
Yoghurt,4,MULLER Iaurt Mascarpone cu piersici si caise 130g,16.70,16.70
Yoghurt,4,MULLER Iaurt Crema cu piure de cirese 125g,6.95,6.95
Yoghurt,4,MULLER Iaurt Mascarpone cu visine 130g,16.70,16.70
Yoghurt,4,MULLER Iaurt Mascarpone cu visine 130g,16.70,16.70
Yoghurt,4,MULLER Iaurt Mascarpone cu visine 130g,15.35,15.35
Yoghurt,4,"MULLER Iaurt Cu pierseci si caise 3.6%, 500g",35.85,35.85
Yoghurt,4,"MULLER Iaurt Cu capsuni 3.6%, 500g",35.85,35.85
Yoghurt,4,"MULLER Iaurt Natural 3.5%, 125g",6.95,6.95
Yoghurt,4,MULLER Iaurt Crema cu piure de piersici 125g,6.95,6.95
Yoghurt,4,MULLER Iaurt Crema cu piure de fructe de padure 125g,6.95,6.95
Yoghurt,4,MULLER Iaurt Crema cu piure de capsuni 125g,6.95,6.95
Yoghurt,4,MULLER Iaurt Crema cu piure de banane 125g,6.95,6.95
Yoghurt,4,"MULLER Iaurt Mix choco balls 3.5%, 130g",15.35,15.35
Yoghurt,4,"ZUZU Iaurt natural 3%, 400g",12.15,12.15
Yoghurt,4,"ZUZU Iaurt Degresat 0.1%, 400g",12.15,12.15
Yoghurt,4,"ZUZU Iaurt Natural 3%, 140g",4.95,4.95
Yoghurt,4,"ZUZU Iaurt Degresat 0.1%, 140g",4.55,4.55
Yoghurt,5,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,5,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,5,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,5,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,5,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,5,ZUZU Iaurt Natural cu fulgi de porumb 150+18g,12.40,12.40
Yoghurt,5,ZUZU Iaurt Natural cu cereale si goji 150+18g,12.40,12.40
Yoghurt,5,ZUZU Iaurt Natural mix crocant 150+18g,12.40,12.40
Yoghurt,5,POIANA FLORILOR Iaurt Cu visine 100g,3.75,3.75
Yoghurt,5,POIANA FLORILOR Iaurt Cu capsuni 100g,3.75,3.75
Yoghurt,5,POIANA FLORILOR Iaurt Cu caise 100g,3.75,3.75
Yoghurt,5,ZUZU Iaurt Cu visine 400g,18.10,18.10
Yoghurt,5,"ZUZU Iaurt Cu piersici si caise 2.6%, 400g",18.10,18.10
Yoghurt,5,"ZUZU Iaurt Cu piersici si caise 2.6%, 125g",6.35,6.35
Yoghurt,5,"ZUZU Iaurt Cu fructe de padure 2.6%, 400g",18.10,18.10
Yoghurt,5,"ZUZU Iaurt Cu cu fructe de padure 2.6%, 125g",6.35,6.35
Yoghurt,5,"ZUZU Iaurt Cu capsuni 2.6%, 400g",18.10,18.10
Yoghurt,5,"ДОЛЬЧЕ Iaurt Cu kiwi 3.2%, 280g",16.90,16.90
Yoghurt,5,"ДОЛЬЧЕ Iaurt Cu piersici si fructul pasiunii 3.2%, 280g",16.90,16.90
Yoghurt,5,"ДОЛЬЧЕ Iaurt Cu capsuni 3.2%, 280g",16.90,16.90
Yoghurt,5,"ДОЛЬЧЕ Iaurt Cu piersici si fructul pasiunii 3.2%, 115g",9.85,9.85
Yoghurt,5,"ДОЛЬЧЕ Iaurt Cu capsuni 3.2%, 115g",9.85,9.85
Yoghurt,5,"ЛОКО МОКО Iaurt Cu mere si pere 1.5%, 115g",9.00,9.00
Yoghurt,5,"ЛОКО МОКО Iaurt Cu piersici 1.5%, 115g",9.00,9.00
Yoghurt,5,"YOLI Iaurt de baut Multifruct 2.5%, 500g",16.65,16.65
Yoghurt,5,"YOLI Iaurt de baut Cu cereale 2.5%, 500g",16.65,16.65
Yoghurt,5,"YOLI Iaurt de baut Cu capsuni 2.5%, 500g",16.65,16.65
Yoghurt,5,"MILKMARK Iaurt de baut Cu caise 1.5%, pet 500g",9.50,9.50
Yoghurt,5,"MILKMARK Iaurt de baut Cu capsuni 1.5%, pet 500g",9.50,9.50
Yoghurt,6,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,6,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,6,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,6,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,6,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,6,"MILKMARK Iaurt de baut Multifruct 1.5%, pet 500g",9.50,9.50
Yoghurt,6,"DANONINO Iaurt de baut Cu piure de capsuni 2.8%, 70g",11.25,11.25
Yoghurt,6,"DANONINO Iaurt Cu piure de capsuni si banane 2.8%, 70g",11.25,11.25
Yoghurt,6,ACTIVIA  Iaurt de baut Cu afine si seminte de chia 320g,14.95,18.40
Yoghurt,6,DANONINO Iaurt Cu afine si banane 4*50g,20.85,20.85
Yoghurt,6,ACTIVIA  Iaurt de baut Natural 320g,14.20,14.20
Yoghurt,6,ACTIVIA  Iaurt de baut Cu rodie si zmeura 320g,14.95,18.40
Yoghurt,6,ACTIVIA  Iaurt de baut Cu capsuni si kiwi 320g,14.95,18.40
Yoghurt,6,ACTIVIA  Iaurt de baut Cu fibre 320g,14.95,18.40
Yoghurt,6,DANONINO Iaurt de baut Cu banane 4*100g,30.65,30.65
Yoghurt,6,DANONINO Iaurt de baut Cu capsuni 4*100g,30.65,30.65
Yoghurt,6,ACTIMEL Iaurt de baut Kids cu capsuni si banane 4*100g,36.65,36.65
Yoghurt,6,DANONE DISNEY Iaurt Cu cereale de ciocolata 107g,10.10,10.10
Yoghurt,6,ACTIVIA  Iaurt Mic Dejun cu fulgi de cereale 168g,13.50,13.50
Yoghurt,6,ACTIVIA  Iaurt Mic Dejun cu capsuni/fulgi de cereale 168g,14.30,14.30
Yoghurt,6,ACTIVIA  Iaurt Mic Dejun cu fulgi de porumb 168g,13.50,13.50
Yoghurt,6,DANONE DISNEY Iaurt Cu biscuiti 125g,7.10,7.10
Yoghurt,6,DANONE DELICIOS Iaurt Cu biscuiti 125g,6.55,6.55
Yoghurt,6,"CREMOSSO Iaurt Straciatella 4.8%, 125g",8.50,8.50
Yoghurt,6,ACTIMEL Iaurt de baut Cu fructe de padure 4*100g,33.70,33.70
Yoghurt,6,DANONINO Iaurt Cu zmeura si banane 4*50g,20.85,20.85
Yoghurt,6,DANONINO Iaurt Cu capsuni si caise 4*50g,20.85,20.85
Yoghurt,6,DANONE DELICIOS Iaurt Cu capsuni 125g,6.55,6.55
Yoghurt,6,DANONE DELICIOS Iaurt Cu caise 125g,6.55,6.55
Yoghurt,7,DANONE Actimel Iaurt de baut capsuni 4*100g,30.60,30.60
Yoghurt,7,CĂSUȚA MEA Iaurt natur 2.5% PET 930 gr,17.30,17.30
Yoghurt,7,MULLER Iaurt Mix cu bilute de ciocolata 150g,15.35,15.35
Yoghurt,7,LATTESE Iaurt 290 g,19.70,19.70
Yoghurt,7,LATTESE Iaurt cu caise si morcov 290 g,22.70,22.70
Yoghurt,7,ACTIVIA  Iaurt Cu cereale 125g,9.10,9.10
Yoghurt,7,ACTIVIA  Iaurt Cu musli si capsuni 125g,9.10,9.10
